item_id,pedido_id,producto_id,cantidad,precio_unitario,descuento_pct,subtotal,data_owner,clasificacion_dato
ITEM-0000048,PED-000013,PROD-0060,1,353421.97,0.0,353421.97,ventas@retailtech.co,interno
ITEM-0000049,PED-000013,PROD-0020,3,1093142.43,0.0,3279427.29,ventas@retailtech.co,interno
ITEM-0000050,PED-000013,PROD-0076,5,543460.5,0.0,2717302.5,ventas@retailtech.co,interno
ITEM-0000051,PED-000014,PROD-0056,5,446760.97,0.0,2233804.85,ventas@retailtech.co,interno
ITEM-0000052,PED-000014,PROD-0053,2,50909.74,0.13,88582.95,ventas@retailtech.co,interno
ITEM-0000053,PED-000014,PROD-0016,3,664360.12,0.0,1993080.36,ventas@retailtech.co,interno
ITEM-0000054,PED-000014,PROD-0071,2,636447.85,0.0,1272895.7,ventas@retailtech.co,interno
ITEM-0000055,PED-000015,PROD-0005,3,1154567.08,0.0,3463701.24,ventas@retailtech.co,interno
ITEM-0000056,PED-000016,PROD-0060,2,353421.97,0.15,600817.35,ventas@retailtech.co,interno
ITEM-0000057,PED-000016,PROD-0051,4,665064.14,0.0,2660256.56,ventas@retailtech.co,interno
ITEM-0000058,PED-000016,PROD-0042,5,44326.78,0.04,212768.54,ventas@retailtech.co,interno
ITEM-0000059,PED-000016,PROD-0058,2,528769.89,0.08,972936.6,ventas@retailtech.co,interno
ITEM-0000060,PED-000017,PROD-0043,2,953349.99,0.0,1906699.98,ventas@retailtech.co,interno
ITEM-0000061,PED-000017,PROD-0019,4,737798.67,0.18,2419979.64,ventas@retailtech.co,interno
ITEM-0000062,PED-000017,PROD-0006,2,1897679.9,0.0,3795359.8,ventas@retailtech.co,interno
ITEM-0000063,PED-000017,PROD-0018,1,432931.88,0.0,432931.88,ventas@retailtech.co,interno
ITEM-0000064,PED-000018,PROD-0044,4,78683.26,0.19,254933.76,ventas@retailtech.co,interno
ITEM-0000065,PED-000018,PROD-0079,2,251749.6,0.0,503499.2,ventas@retailtech.co,interno
ITEM-0000066,PED-000018,PROD-0048,3,805546.08,0.0,2416638.24,ventas@retailtech.co,interno
ITEM-0000067,PED-000018,PROD-0080,5,88962.1,0.0,444810.5,ventas@retailtech.co,interno
ITEM-0000068,PED-000018,PROD-0001,4,742852.47,0.2,2377127.9,ventas@retailtech.co,interno
ITEM-0000069,PED-000018,PROD-0014,5,1311821.55,0.04,6296743.44,ventas@retailtech.co,interno
ITEM-0000070,PED-000019,PROD-0006,4,1897679.9,0.0,7590719.6,ventas@retailtech.co,interno
ITEM-0000071,PED-000019,PROD-0059,3,248256.24,0.0,744768.72,ventas@retailtech.co,interno
ITEM-0000072,PED-000019,PROD-0076,5,543460.5,0.0,2717302.5,ventas@retailtech.co,interno
ITEM-0000073,PED-000019,PROD-0071,1,636447.85,0.0,636447.85,ventas@retailtech.co,interno
ITEM-0000074,PED-000019,PROD-0038,4,587262.46,0.18,1926220.87,ventas@retailtech.co,interno
ITEM-0000075,PED-000019,PROD-0069,5,518625.17,0.0,2593125.85,ventas@retailtech.co,interno
ITEM-0000076,PED-000020,PROD-0076,3,543460.5,0.0,1630381.5,ventas@retailtech.co,interno
ITEM-0000077,PED-000020,PROD-0029,1,348505.64,0.13,303199.91,ventas@retailtech.co,interno
ITEM-0000078,PED-000020,PROD-0058,5,528769.89,0.0,2643849.45,ventas@retailtech.co,interno
ITEM-0000079,PED-000021,PROD-0001,1,742852.47,0.0,742852.47,ventas@retailtech.co,interno
ITEM-0000080,PED-000021,PROD-0068,4,500101.76,0.0,2000407.04,ventas@retailtech.co,interno
ITEM-0000081,PED-000021,PROD-0030,1,140352.75,0.0,140352.75,ventas@retailtech.co,interno
ITEM-0000082,PED-000022,PROD-0036,5,611787.17,0.11,2722452.91,ventas@retailtech.co,interno
ITEM-0000083,PED-000023,PROD-0003,1,1522918.39,0.0,1522918.39,ventas@retailtech.co,interno
ITEM-0000084,PED-000023,PROD-0065,5,687150.69,0.0,3435753.45,ventas@retailtech.co,interno
ITEM-0000085,PED-000023,PROD-0040,5,124948.73,0.0,624743.65,ventas@retailtech.co,interno
ITEM-0000086,PED-000023,PROD-0077,1,137905.41,0.19,111703.38,ventas@retailtech.co,interno
ITEM-0000087,PED-000024,PROD-0072,2,1025779.5,0.0,2051559.0,ventas@retailtech.co,interno
ITEM-0000088,PED-000024,PROD-0043,4,953349.99,0.0,3813399.96,ventas@retailtech.co,interno
ITEM-0000089,PED-000024,PROD-0023,2,1434148.69,0.0,2868297.38,ventas@retailtech.co,interno
ITEM-0000090,PED-000024,PROD-0070,2,366909.96,0.15,623746.93,ventas@retailtech.co,interno
ITEM-0000091,PED-000025,PROD-0038,4,587262.46,0.0,2349049.84,ventas@retailtech.co,interno
ITEM-0000092,PED-000025,PROD-0033,4,1029632.63,0.0,4118530.52,ventas@retailtech.co,interno
ITEM-0000093,PED-000026,PROD-0047,3,1157752.12,0.0,3473256.36,ventas@retailtech.co,interno
ITEM-0000094,PED-000026,PROD-0013,5,1240373.1,0.0,6201865.5,ventas@retailtech.co,interno
ITEM-0000095,PED-000027,PROD-0009,1,36481.18,0.16,30644.19,ventas@retailtech.co,interno
ITEM-0000096,PED-000027,PROD-0010,3,181104.21,0.02,532446.38,ventas@retailtech.co,interno
ITEM-0000097,PED-000027,PROD-0020,4,1093142.43,0.0,4372569.72,ventas@retailtech.co,interno
ITEM-0000098,PED-000027,PROD-0016,5,664360.12,0.16,2790312.5,ventas@retailtech.co,interno
ITEM-0000099,PED-000027,PROD-0001,4,742852.47,0.0,2971409.88,ventas@retailtech.co,interno
ITEM-0000100,PED-000027,PROD-0031,4,741330.7,0.0,2965322.8,ventas@retailtech.co,interno
ITEM-0000101,PED-000028,PROD-0011,3,123753.11,0.0,371259.33,ventas@retailtech.co,interno
ITEM-0000102,PED-000028,PROD-0046,2,963746.17,0.0,1927492.34,ventas@retailtech.co,interno
ITEM-0000103,PED-000028,PROD-0012,3,881691.78,0.18,2168961.78,ventas@retailtech.co,interno
ITEM-0000104,PED-000029,PROD-0012,2,881691.78,0.0,1763383.56,ventas@retailtech.co,interno
ITEM-0000105,PED-000029,PROD-0009,5,36481.18,0.0,182405.9,ventas@retailtech.co,interno
ITEM-0000106,PED-000029,PROD-0021,3,1207608.63,0.0,3622825.89,ventas@retailtech.co,interno
ITEM-0000107,PED-000029,PROD-0019,4,737798.67,0.09,2685587.16,ventas@retailtech.co,interno
ITEM-0000108,PED-000029,PROD-0044,5,78683.26,0.08,361943.0,ventas@retailtech.co,interno
ITEM-0000109,PED-000030,PROD-0025,4,749253.67,0.15,2547462.48,ventas@retailtech.co,interno
ITEM-0000110,PED-000030,PROD-0080,1,88962.1,0.15,75617.78,ventas@retailtech.co,interno
ITEM-0000111,PED-000031,PROD-0064,2,39813.09,0.01,78829.92,ventas@retailtech.co,interno
ITEM-0000112,PED-000031,PROD-0072,2,1025779.5,0.0,2051559.0,ventas@retailtech.co,interno
ITEM-0000113,PED-000031,PROD-0059,3,248256.24,0.0,744768.72,ventas@retailtech.co,interno
ITEM-0000114,PED-000031,PROD-0050,3,183017.2,0.0,549051.6,ventas@retailtech.co,interno
ITEM-0000115,PED-000031,PROD-0042,4,44326.78,0.0,177307.12,ventas@retailtech.co,interno
ITEM-0000116,PED-000031,PROD-0048,3,805546.08,0.02,2368305.48,ventas@retailtech.co,interno
ITEM-0000117,PED-000032,PROD-0077,5,137905.41,0.0,689527.05,ventas@retailtech.co,interno
ITEM-0000118,PED-000033,PROD-0076,2,543460.5,0.0,1086921.0,ventas@retailtech.co,interno
ITEM-0000119,PED-000034,PROD-0071,3,636447.85,0.0,1909343.55,ventas@retailtech.co,interno
ITEM-0000120,PED-000034,PROD-0044,5,78683.26,0.06,369811.32,ventas@retailtech.co,interno
ITEM-0000121,PED-000034,PROD-0016,1,664360.12,0.0,664360.12,ventas@retailtech.co,interno
ITEM-0000122,PED-000034,PROD-0080,3,88962.1,0.0,266886.3,ventas@retailtech.co,interno
ITEM-0000123,PED-000034,PROD-0005,2,1154567.08,0.0,2309134.16,ventas@retailtech.co,interno
ITEM-0000124,PED-000035,PROD-0020,1,1093142.43,0.07,1016622.46,ventas@retailtech.co,interno
ITEM-0000125,PED-000035,PROD-0036,4,611787.17,0.0,2447148.68,ventas@retailtech.co,interno
ITEM-0000126,PED-000035,PROD-0044,3,78683.26,0.0,236049.78,ventas@retailtech.co,interno
ITEM-0000127,PED-000035,PROD-0053,1,50909.74,0.07,47346.06,ventas@retailtech.co,interno
ITEM-0000128,PED-000036,PROD-0012,1,881691.78,0.0,881691.78,ventas@retailtech.co,interno
ITEM-0000129,PED-000036,PROD-0018,3,432931.88,0.06,1220867.9,ventas@retailtech.co,interno
ITEM-0000130,PED-000036,PROD-0068,1,500101.76,0.0,500101.76,ventas@retailtech.co,interno
ITEM-0000131,PED-000036,PROD-0077,2,137905.41,0.0,275810.82,ventas@retailtech.co,interno
ITEM-0000132,PED-000036,PROD-0013,1,1240373.1,0.0,1240373.1,ventas@retailtech.co,interno
ITEM-0000133,PED-000036,PROD-0047,3,1157752.12,0.0,3473256.36,ventas@retailtech.co,interno
ITEM-0000134,PED-000037,PROD-0070,5,366909.96,0.0,1834549.8,ventas@retailtech.co,interno
ITEM-0000135,PED-000037,PROD-0011,1,123753.11,0.15,105190.14,ventas@retailtech.co,interno
ITEM-0000136,PED-000037,PROD-0071,1,636447.85,0.0,636447.85,ventas@retailtech.co,interno
ITEM-0000137,PED-000037,PROD-0074,4,229405.81,0.0,917623.24,ventas@retailtech.co,interno
ITEM-0000138,PED-000037,PROD-0039,3,183213.03,0.0,549639.09,ventas@retailtech.co,interno
ITEM-0000139,PED-000038,PROD-0018,1,432931.88,0.0,432931.88,ventas@retailtech.co,interno
ITEM-0000140,PED-000039,PROD-0001,3,742852.47,0.0,2228557.41,ventas@retailtech.co,interno
ITEM-0000141,PED-000039,PROD-0014,1,1311821.55,0.0,1311821.55,ventas@retailtech.co,interno
ITEM-0000142,PED-000039,PROD-0062,5,621753.99,0.18,2549191.36,ventas@retailtech.co,interno
ITEM-0000143,PED-000039,PROD-0006,2,1897679.9,0.0,3795359.8,ventas@retailtech.co,interno
ITEM-0000144,PED-000039,PROD-0061,2,27982.94,0.0,55965.88,ventas@retailtech.co,interno
ITEM-0000145,PED-000040,PROD-0014,2,1311821.55,0.16,2203860.2,ventas@retailtech.co,interno
ITEM-0000146,PED-000040,PROD-0003,5,1522918.39,0.0,7614591.95,ventas@retailtech.co,interno
ITEM-0000147,PED-000040,PROD-0061,4,27982.94,0.0,111931.76,ventas@retailtech.co,interno
ITEM-0000148,PED-000040,PROD-0028,5,723894.86,0.12,3185137.38,ventas@retailtech.co,interno
ITEM-0000149,PED-000040,PROD-0017,2,623582.81,0.0,1247165.62,ventas@retailtech.co,interno
ITEM-0000150,PED-000041,PROD-0008,2,1116265.86,0.0,2232531.72,ventas@retailtech.co,interno
ITEM-0000151,PED-000041,PROD-0056,4,446760.97,0.0,1787043.88,ventas@retailtech.co,interno
ITEM-0000152,PED-000042,PROD-0038,4,587262.46,0.06,2208106.85,ventas@retailtech.co,interno
ITEM-0000153,PED-000042,PROD-0045,2,216718.86,0.0,433437.72,ventas@retailtech.co,interno
ITEM-0000154,PED-000042,PROD-0018,1,432931.88,0.05,411285.29,ventas@retailtech.co,interno
ITEM-0000155,PED-000042,PROD-0052,5,937516.61,0.0,4687583.05,ventas@retailtech.co,interno
ITEM-0000156,PED-000042,PROD-0076,1,543460.5,0.0,543460.5,ventas@retailtech.co,interno
ITEM-0000157,PED-000043,PROD-0033,5,1029632.63,0.0,5148163.15,ventas@retailtech.co,interno
ITEM-0000158,PED-000043,PROD-0017,5,623582.81,0.0,3117914.05,ventas@retailtech.co,interno
ITEM-0000159,PED-000044,PROD-0032,1,26062.48,0.0,26062.48,ventas@retailtech.co,interno
ITEM-0000160,PED-000044,PROD-0017,2,623582.81,0.06,1172335.68,ventas@retailtech.co,interno
ITEM-0000161,PED-000044,PROD-0006,1,1897679.9,0.0,1897679.9,ventas@retailtech.co,interno
ITEM-0000162,PED-000044,PROD-0030,2,140352.75,0.17,232985.56,ventas@retailtech.co,interno
ITEM-0000163,PED-000044,PROD-0080,1,88962.1,0.0,88962.1,ventas@retailtech.co,interno
ITEM-0000164,PED-000044,PROD-0078,3,1629918.73,0.0,4889756.19,ventas@retailtech.co,interno
ITEM-0000165,PED-000045,PROD-0019,3,737798.67,0.0,2213396.01,ventas@retailtech.co,interno
ITEM-0000166,PED-000045,PROD-0016,4,664360.12,0.0,2657440.48,ventas@retailtech.co,interno
ITEM-0000167,PED-000046,PROD-0036,4,611787.17,0.0,2447148.68,ventas@retailtech.co,interno
ITEM-0000168,PED-000046,PROD-0057,2,1097866.23,0.0,2195732.46,ventas@retailtech.co,interno
ITEM-0000169,PED-000046,PROD-0026,3,354497.85,0.0,1063493.55,ventas@retailtech.co,interno
ITEM-0000170,PED-000046,PROD-0019,3,737798.67,0.0,2213396.01,ventas@retailtech.co,interno
ITEM-0000171,PED-000046,PROD-0027,4,1055832.34,0.0,4223329.36,ventas@retailtech.co,interno
ITEM-0000172,PED-000047,PROD-0059,5,248256.24,0.0,1241281.2,ventas@retailtech.co,interno
ITEM-0000173,PED-000048,PROD-0015,2,951784.59,0.0,1903569.18,ventas@retailtech.co,interno
ITEM-0000174,PED-000048,PROD-0037,1,405887.25,0.0,405887.25,ventas@retailtech.co,interno
ITEM-0000175,PED-000048,PROD-0019,5,737798.67,0.0,3688993.35,ventas@retailtech.co,interno
ITEM-0000176,PED-000048,PROD-0036,4,611787.17,0.0,2447148.68,ventas@retailtech.co,interno
ITEM-0000177,PED-000049,PROD-0029,3,348505.64,0.0,1045516.92,ventas@retailtech.co,interno
ITEM-0000178,PED-000049,PROD-0058,2,528769.89,0.0,1057539.78,ventas@retailtech.co,interno
ITEM-0000179,PED-000049,PROD-0026,2,354497.85,0.0,708995.7,ventas@retailtech.co,interno
ITEM-0000180,PED-000049,PROD-0036,2,611787.17,0.0,1223574.34,ventas@retailtech.co,interno
ITEM-0000181,PED-000049,PROD-0062,4,621753.99,0.0,2487015.96,ventas@retailtech.co,interno
ITEM-0000182,PED-000049,PROD-0050,5,183017.2,0.0,915086.0,ventas@retailtech.co,interno
ITEM-0000183,PED-000050,PROD-0015,3,951784.59,0.0,2855353.77,ventas@retailtech.co,interno
ITEM-0000184,PED-000050,PROD-0035,1,949353.73,0.0,949353.73,ventas@retailtech.co,interno
ITEM-0000185,PED-000051,PROD-0067,1,249950.21,0.0,249950.21,ventas@retailtech.co,interno
ITEM-0000186,PED-000051,PROD-0040,3,124948.73,0.0,374846.19,ventas@retailtech.co,interno
ITEM-0000187,PED-000051,PROD-0052,2,937516.61,0.13,1631278.9,ventas@retailtech.co,interno
ITEM-0000188,PED-000051,PROD-0003,5,1522918.39,0.11,6776986.84,ventas@retailtech.co,interno
ITEM-0000189,PED-000051,PROD-0009,5,36481.18,0.13,158693.13,ventas@retailtech.co,interno
ITEM-0000190,PED-000051,PROD-0073,5,421618.06,0.0,2108090.3,ventas@retailtech.co,interno
ITEM-0000191,PED-000052,PROD-0042,5,44326.78,0.0,221633.9,ventas@retailtech.co,interno
ITEM-0000192,PED-000053,PROD-0001,2,742852.47,0.0,1485704.94,ventas@retailtech.co,interno
ITEM-0000193,PED-000053,PROD-0062,3,621753.99,0.08,1716041.01,ventas@retailtech.co,interno
ITEM-0000194,PED-000053,PROD-0025,3,749253.67,0.0,2247761.01,ventas@retailtech.co,interno
ITEM-0000195,PED-000054,PROD-0052,4,937516.61,0.0,3750066.44,ventas@retailtech.co,interno
ITEM-0000196,PED-000054,PROD-0078,2,1629918.73,0.06,3064247.21,ventas@retailtech.co,interno
ITEM-0000197,PED-000054,PROD-0073,3,421618.06,0.0,1264854.18,ventas@retailtech.co,interno
ITEM-0000198,PED-000054,PROD-0079,2,251749.6,0.0,503499.2,ventas@retailtech.co,interno
ITEM-0000199,PED-000054,PROD-0046,4,963746.17,0.0,3854984.68,ventas@retailtech.co,interno
ITEM-0000200,PED-000054,PROD-0013,5,1240373.1,0.0,6201865.5,ventas@retailtech.co,interno
ITEM-0000201,PED-000055,PROD-0014,5,1311821.55,0.05,6231152.36,ventas@retailtech.co,interno
ITEM-0000202,PED-000056,PROD-0027,4,1055832.34,0.0,4223329.36,ventas@retailtech.co,interno
ITEM-0000203,PED-000057,PROD-0010,2,181104.21,0.0,362208.42,ventas@retailtech.co,interno
ITEM-0000204,PED-000057,PROD-0014,1,1311821.55,0.0,1311821.55,ventas@retailtech.co,interno
ITEM-0000205,PED-000057,PROD-0071,1,636447.85,0.08,585532.02,ventas@retailtech.co,interno
ITEM-0000206,PED-000057,PROD-0057,3,1097866.23,0.0,3293598.69,ventas@retailtech.co,interno
ITEM-0000207,PED-000057,PROD-0018,4,432931.88,0.02,1697092.97,ventas@retailtech.co,interno
ITEM-0000208,PED-000057,PROD-0029,2,348505.64,0.0,697011.28,ventas@retailtech.co,interno
ITEM-0000209,PED-000058,PROD-0033,5,1029632.63,0.0,5148163.15,ventas@retailtech.co,interno
ITEM-0000210,PED-000059,PROD-0031,1,741330.7,0.1,667197.63,ventas@retailtech.co,interno
ITEM-0000211,PED-000059,PROD-0006,2,1897679.9,0.18,3112195.04,ventas@retailtech.co,interno
ITEM-0000212,PED-000059,PROD-0061,1,27982.94,0.0,27982.94,ventas@retailtech.co,interno
ITEM-0000213,PED-000059,PROD-0036,5,611787.17,0.0,3058935.85,ventas@retailtech.co,interno
ITEM-0000214,PED-000059,PROD-0070,5,366909.96,0.0,1834549.8,ventas@retailtech.co,interno
ITEM-0000215,PED-000059,PROD-0022,4,550441.19,0.0,2201764.76,ventas@retailtech.co,interno
ITEM-0000216,PED-000060,PROD-0058,1,528769.89,0.2,423015.91,ventas@retailtech.co,interno
ITEM-0000217,PED-000060,PROD-0072,5,1025779.5,0.0,5128897.5,ventas@retailtech.co,interno
ITEM-0000218,PED-000060,PROD-0022,3,550441.19,0.0,1651323.57,ventas@retailtech.co,interno
ITEM-0000219,PED-000061,PROD-0030,2,140352.75,0.0,280705.5,ventas@retailtech.co,interno
ITEM-0000220,PED-000061,PROD-0006,2,1897679.9,0.0,3795359.8,ventas@retailtech.co,interno
ITEM-0000221,PED-000062,PROD-0059,2,248256.24,0.0,496512.48,ventas@retailtech.co,interno
ITEM-0000222,PED-000062,PROD-0008,1,1116265.86,0.0,1116265.86,ventas@retailtech.co,interno
ITEM-0000223,PED-000062,PROD-0058,2,528769.89,0.0,1057539.78,ventas@retailtech.co,interno
ITEM-0000224,PED-000063,PROD-0056,2,446760.97,0.0,893521.94,ventas@retailtech.co,interno
ITEM-0000225,PED-000063,PROD-0020,1,1093142.43,0.0,1093142.43,ventas@retailtech.co,interno
ITEM-0000226,PED-000063,PROD-0009,1,36481.18,0.0,36481.18,ventas@retailtech.co,interno
ITEM-0000227,PED-000064,PROD-0054,2,1063163.39,0.0,2126326.78,ventas@retailtech.co,interno
ITEM-0000228,PED-000064,PROD-0014,4,1311821.55,0.0,5247286.2,ventas@retailtech.co,interno
ITEM-0000229,PED-000064,PROD-0011,2,123753.11,0.0,247506.22,ventas@retailtech.co,interno
ITEM-0000230,PED-000064,PROD-0021,5,1207608.63,0.18,4951195.38,ventas@retailtech.co,interno
ITEM-0000231,PED-000064,PROD-0028,5,723894.86,0.19,2931774.18,ventas@retailtech.co,interno
ITEM-0000232,PED-000064,PROD-0010,5,181104.21,0.18,742527.26,ventas@retailtech.co,interno
ITEM-0000233,PED-000065,PROD-0077,5,137905.41,0.0,689527.05,ventas@retailtech.co,interno
ITEM-0000234,PED-000065,PROD-0069,4,518625.17,0.0,2074500.68,ventas@retailtech.co,interno
ITEM-0000235,PED-000066,PROD-0057,2,1097866.23,0.16,1844415.27,ventas@retailtech.co,interno
ITEM-0000236,PED-000066,PROD-0036,1,611787.17,0.0,611787.17,ventas@retailtech.co,interno
ITEM-0000237,PED-000066,PROD-0041,3,1761329.31,0.0,5283987.93,ventas@retailtech.co,interno
ITEM-0000238,PED-000066,PROD-0034,5,1895895.97,0.0,9479479.85,ventas@retailtech.co,interno
ITEM-0000239,PED-000066,PROD-0078,1,1629918.73,0.02,1597320.36,ventas@retailtech.co,interno
ITEM-0000240,PED-000067,PROD-0017,4,623582.81,0.0,2494331.24,ventas@retailtech.co,interno
ITEM-0000241,PED-000067,PROD-0007,5,155021.22,0.16,651089.12,ventas@retailtech.co,interno
ITEM-0000242,PED-000067,PROD-0030,1,140352.75,0.0,140352.75,ventas@retailtech.co,interno
ITEM-0000243,PED-000067,PROD-0069,5,518625.17,0.16,2178225.71,ventas@retailtech.co,interno
ITEM-0000244,PED-000067,PROD-0015,2,951784.59,0.1,1713212.26,ventas@retailtech.co,interno
ITEM-0000245,PED-000067,PROD-0072,5,1025779.5,0.0,5128897.5,ventas@retailtech.co,interno
ITEM-0000246,PED-000068,PROD-0031,5,741330.7,0.0,3706653.5,ventas@retailtech.co,interno
ITEM-0000247,PED-000069,PROD-0068,3,500101.76,0.0,1500305.28,ventas@retailtech.co,interno
ITEM-0000248,PED-000069,PROD-0069,5,518625.17,0.0,2593125.85,ventas@retailtech.co,interno
ITEM-0000249,PED-000069,PROD-0012,2,881691.78,0.0,1763383.56,ventas@retailtech.co,interno
ITEM-0000250,PED-000070,PROD-0027,5,1055832.34,0.0,5279161.7,ventas@retailtech.co,interno
ITEM-0000251,PED-000070,PROD-0018,4,432931.88,0.0,1731727.52,ventas@retailtech.co,interno
ITEM-0000252,PED-000070,PROD-0029,5,348505.64,0.0,1742528.2,ventas@retailtech.co,interno
ITEM-0000253,PED-000070,PROD-0012,3,881691.78,0.0,2645075.34,ventas@retailtech.co,interno
ITEM-0000254,PED-000071,PROD-0036,1,611787.17,0.14,526136.97,ventas@retailtech.co,interno
ITEM-0000255,PED-000071,PROD-0044,1,78683.26,0.0,78683.26,ventas@retailtech.co,interno
ITEM-0000256,PED-000071,PROD-0004,5,540175.49,0.0,2700877.45,ventas@retailtech.co,interno
ITEM-0000257,PED-000071,PROD-0005,2,1154567.08,0.0,2309134.16,ventas@retailtech.co,interno
ITEM-0000258,PED-000071,PROD-0002,1,1236500.81,0.0,1236500.81,ventas@retailtech.co,interno
ITEM-0000259,PED-000071,PROD-0078,5,1629918.73,0.0,8149593.65,ventas@retailtech.co,interno
ITEM-0000260,PED-000072,PROD-0078,1,1629918.73,0.2,1303934.98,ventas@retailtech.co,interno
ITEM-0000261,PED-000073,PROD-0049,3,74716.05,0.05,212940.74,ventas@retailtech.co,interno
ITEM-0000262,PED-000073,PROD-0015,1,951784.59,0.0,951784.59,ventas@retailtech.co,interno
