timestamp,tabla,regla,campo_evaluado,total_recibidos,pasan_a_calidad,enviados_a_cuarentena,tasa_error_pct
2026-03-22 11:35:00,EVENTOS,R1_Duplicados,evento_id,4000,4000,0,0.00%
2026-03-22 11:35:00,EVENTOS,R2_Nulos,Validación de Nulos en campos críticos,4000,3816,184,4.60%
2026-03-22 11:35:00,EVENTOS,R3_Email,Validación de formato en columna: owner_email,4000,3816,184,4.60%
2026-03-22 11:35:00,EVENTOS,R4_Moneda,Validación de integridad financiera (monto_total),4000,3816,184,4.60%
2026-03-22 11:35:00,EVENTOS,R5_Fechas,fecha_registro,4000,3816,184,4.60%
2026-03-22 11:35:00,EVENTOS,R6_Categoricos,tipo_evento,4000,3816,184,4.60%
2026-03-22 11:35:00,EVENTOS,R7_Formato_ID,evento_id,4000,3816,184,4.60%
2026-03-22 11:35:00,EVENTOS,R8_Hashing_PII,Anonimización de datos sensibles,4000,3816,184,4.60%
2026-03-22 11:35:00,EVENTOS,R9_Manejo stock nulos en productos,Datos Nulos en productos,4000,3816,184,4.60%
2026-03-22 11:35:00,EVENTOS,R10_MANEJO FORMATO DE TELEFONOS,Datos Telefonicos en un estandar correcto,4000,3816,184,4.60%
2026-03-22 11:35:00,DETALLE_PEDIDOS,R1_Duplicados,item_id,4177,4177,0,0.00%
2026-03-22 11:35:00,DETALLE_PEDIDOS,R2_Nulos,Validación de Nulos en campos críticos,4177,4177,0,0.00%
2026-03-22 11:35:00,DETALLE_PEDIDOS,R3_Email,Validación de formato en columna: owner_email,4177,4177,0,0.00%
2026-03-22 11:35:00,DETALLE_PEDIDOS,R4_Moneda,Validación de integridad financiera (monto_total),4177,4177,0,0.00%
2026-03-22 11:35:00,DETALLE_PEDIDOS,R5_Fechas,fecha_pedido,4177,4177,0,0.00%
2026-03-22 11:35:00,DETALLE_PEDIDOS,R6_Categoricos,categoria,4177,4177,0,0.00%
2026-03-22 11:35:00,DETALLE_PEDIDOS,R7_Formato_ID,item_id,4177,4177,0,0.00%
2026-03-22 11:35:00,DETALLE_PEDIDOS,R8_Hashing_PII,Anonimización de datos sensibles,4177,4177,0,0.00%
2026-03-22 11:35:00,DETALLE_PEDIDOS,R9_Manejo stock nulos en productos,Datos Nulos en productos,4177,4177,0,0.00%
2026-03-22 11:35:00,DETALLE_PEDIDOS,R10_MANEJO FORMATO DE TELEFONOS,Datos Telefonicos en un estandar correcto,4177,4177,0,0.00%
